,정류장_ID,정류장_명칭,정류장_유형,정류장_번호,위도,경도,sgg_oid,jibun,pnu,ADM_DR_CD,ADM_DR_NM,geometry,x,y
0,274000018,잠실대교북단(경유),일반차로,78449,127.088565,37.528817,96951,753-3도,1121510500107530003,1105065,자양2동,POINT (963647.1288243234 1947802.8740342655),963647.1288243234,1947802.8740342655
1,277102301,잠실대교북단(경유),일반차로,78353,127.090492,37.529313,96289,701제,1121510500107010000,1105065,자양2동,POINT (963817.6317456564 1947857.1591678106),963817.6317456564,1947857.1591678106
2,274000019,잠실대교북단(경유),일반차로,78450,127.090479,37.529354,96289,701제,1121510500107010000,1105065,자양2동,POINT (963816.5029218596 1947861.7128701974),963816.5029218596,1947861.7128701974
3,104900116,행운슈퍼앞,마을버스,5572,127.08701,37.53295,94599,682-15대,1121510500106820015,1105065,자양2동,POINT (963511.7476431297 1948262.0076330916),963511.7476431297,1948262.0076330916
4,104900114,성자초등학교앞,마을버스,5562,127.082256,37.5313,95777,652-31대,1121510500106520031,1105065,자양2동,POINT (963090.9099659453 1948080.805095238),963090.9099659453,1948080.805095238
5,104900112,국민은행자양지점,마을버스,5551,127.079239,37.531986,95337,606-10대,1121510500106060010,1105065,자양2동,POINT (962824.687099475 1948158.100967083),962824.687099475,1948158.100967083
6,104900107,한창주택,마을버스,5588,127.089119,37.533715,94142,724-3도,1121510500107240003,1105065,자양2동,POINT (963698.4524209811 1948346.063636316),963698.4524209811,1948346.063636316
7,104900106,한창주택,마을버스,5576,127.089136,37.533614,94178,694대,1121510500106940000,1105065,자양2동,POINT (963699.9054324767 1948334.8517285169),963699.9054324767,1948334.8517285169
8,104900019,구의역4번출구,마을버스,5580,127.084837,37.536654,92569,216-10대,1121510500102160010,1105065,자양2동,POINT (963321.5732721094 1948673.7897189124),963321.5732721094,1948673.7897189124
9,104900016,행운슈퍼앞,마을버스,5589,127.087046,37.53307,94159,723 도,1121510500107230000,1105065,자양2동,POINT (963514.986766646 1948275.3069479773),963514.986766646,1948275.3069479773
10,104000291,동서울우편집중국앞,일반차로,5192,127.084408,37.535282,93237,680-68대,1121510500106800068,1105065,자양2동,POINT (963282.9995279276 1948521.7418554302),963282.9995279276,1948521.7418554302
11,104000106,구의역3번출구,일반차로,5199,127.088289,37.537519,92032,781-3대,1121510500107810003,1105065,자양2동,POINT (963626.9688201183 1948768.4155404454),963626.9688201183,1948768.4155404454
12,104000101,자양동잠실대교북단,일반차로,5194,127.085851,37.53212,95076,732-3도,1121510500107320003,1105065,자양2동,POINT (963408.9423843691 1948170.3744084113),963408.9423843691,1948170.3744084113
13,104000100,자양아파트앞,일반차로,5193,127.084673,37.531973,95341,679-16대,1121510500106790016,1105065,자양2동,POINT (963304.7907634375 1948154.5246144086),963304.7907634375,1948154.5246144086
14,104000098,국민은행자양지점앞,일반차로,5191,127.080739,37.531531,95617,636-5대,1121510500106360005,1105065,자양2동,POINT (962956.991528848 1948107.0295779295),962956.991528848,1948107.0295779295
15,104000097,자양미소약국.자양골목시장,일반차로,5190,127.076871,37.5327,94782,608-7대,1121510500106080007,1105065,자양2동,POINT (962615.8236328807 1948238.253667766),962615.8236328807,1948238.253667766
16,104000096,신자초등학교앞,일반차로,5189,127.075013,37.530369,96414,591학,1121510500105910000,1105065,자양2동,POINT (962450.4967491366 1947980.383322937),962450.4967491366,1947980.383322937
17,274116390,천호대교북단(경유),일반차로,78253,127.10795,37.544258,91230,555-4천,1121510400105550004,1105063,광장동,POINT (965367.0645719212 1949508.6445071572),965367.0645719212,1949508.6445071572
18,277102303,광나루역(경유),일반차로,78355,127.104251,37.544694,91245,218-22대,1121510400102180022,1105063,광장동,POINT (965040.5043543424 1949558.3851143268),965040.5043543424,1949558.3851143268
19,274116389,천호대교북단(경유),일반차로,78252,127.107619,37.54447,106509,190-3 도,1121510400101900003,1105063,광장동,POINT (965337.9227122542 1949532.2866426704),965337.9227122542,1949532.2866426704
20,274000021,올림픽대교북단(경유),일반차로,78452,127.100367,37.537977,91484,574-11천,1121510400105740011,1105063,광장동,POINT (964694.2326474806 1948814.6247040173),964694.2326474806,1948814.6247040173
21,274000020,올림픽대교북단(경유),일반차로,78451,127.100058,37.538206,91490,574-1도,1121510400105740001,1105063,광장동,POINT (964667.0418351085 1948840.1469537308),964667.0418351085,1948840.1469537308
22,104900127,광장자이아파트,마을버스,5671,127.094727,37.542369,91345,535-3도,1121510400105350003,1105063,광장동,POINT (964198.0621322715 1949304.0237709063),964198.0621322715,1949304.0237709063
23,104900126,광장자이아파트,마을버스,5990,127.094911,37.542167,91345,535-3도,1121510400105350003,1105063,광장동,POINT (964214.220267009 1949281.5430057095),964214.220267009,1949281.5430057095
24,104900119,한전삼거리,마을버스,5992,127.098019,37.545241,106453,414-1 학,1121510400104140001,1105063,광장동,POINT (964490.2418967983 1949621.4070553621),964490.2418967983,1949621.4070553621
25,104900118,청구아파트앞,마을버스,5993,127.096182,37.543261,91320,566대,1121510400105660000,1105063,광장동,POINT (964327.0228412742 1949402.432945519),964327.0228412742,1949402.432945519
26,104900010,청구아파트앞,마을버스,5670,127.096794,37.54239,91320,566대,1121510400105660000,1105063,광장동,POINT (964380.6723063156 1949305.568561505),964380.6723063156,1949305.568561505
27,104900111,청소년수련관,마을버스,5738,127.105432,37.546013,91073,303-2도,1121510400103030002,1105063,광장동,POINT (965145.4455417613 1949704.2820165115),965145.4455417613,1949704.2820165115
28,104000269,광진청소년수련관,일반차로,5265,127.105375,37.545951,91073,303-2도,1121510400103030002,1105063,광장동,POINT (965140.3814984175 1949697.424609226),965140.3814984175,1949697.424609226
29,104900110,워커힐아파트입구,마을버스,5584,127.106626,37.54792,105413,331-9 도,1121510400103310009,1105063,광장동,POINT (965251.8043734278 1949915.4106464908),965251.8043734278,1949915.4106464908
30,104900109,신동아아파트,마을버스,5519,127.105232,37.546319,91025,551도,1121510400105510000,1105063,광장동,POINT (965127.9208173428 1949738.3051033625),965127.9208173428,1949738.3051033625
31,104900108,광남고.삼성아파트,마을버스,5732,127.101749,37.542343,91341,453-1대,1121510400104530001,1105063,광장동,POINT (964818.3781128054 1949298.4886473396),964818.3781128054,1949298.4886473396
32,104900073,현대3.5차아파트,마을버스,5728,127.100352,37.540779,91424,554학,1121510400105540000,1105063,광장동,POINT (964694.2286648387 1949125.4956636806),964694.2286648387,1949125.4956636806
33,104900066,광나루현대아파트,마을버스,5740,127.107753,37.546694,90824,567대,1121510400105670000,1105063,광장동,POINT (965350.7894170645 1949778.9770982957),965350.7894170645,1949778.9770982957
34,104000307,광진구민체육센터,일반차로,5298,127.107798,37.546867,90824,567대,1121510400105670000,1105063,광장동,POINT (965354.8445834434 1949798.1538611732),965354.8445834434,1949798.1538611732
35,104900064,한강호텔입구,마을버스,5742,127.109315,37.548275,105567,320-4도,1121510400103200004,1105063,광장동,POINT (965489.4984220183 1949953.8053718645),965489.4984220183,1949953.8053718645
36,104900057,한강호텔입구,마을버스,5509,127.109452,37.548455,105567,320-4도,1121510400103200004,1105063,광장동,POINT (965501.6830934011 1949973.7250507614),965501.6830934011,1949973.7250507614
37,104900054,광나루현대아파트,마을버스,5514,127.107587,37.546722,105567,320-4도,1121510400103200004,1105063,광장동,POINT (965336.1386828583 1949782.1447267965),965336.1386828583,1949782.1447267965
38,104900063,워커힐팰리스,마을버스,5744,127.109672,37.550013,90382,125대,1121510400101250000,1105063,광장동,POINT (965521.8341148938 1950146.4954668817),965521.8341148938,1950146.4954668817
39,104900058,정보도서관,마을버스,5504,127.110462,37.550249,90302,141-2도,1121510400101410002,1105063,광장동,POINT (965591.7245843274 1950172.3888706665),965591.7245843274,1950172.3888706665
40,104900050,광남고.삼성아파트,마을버스,5528,127.101418,37.541948,214630,453-7 도,1121510400104530007,1105063,광장동,POINT (964788.9515771602 1949254.7896157547),964788.9515771602,1949254.7896157547
41,104900046,현대3차아파트,마을버스,5533,127.099649,37.540465,91436,486-1도,1121510400104860001,1105063,광장동,POINT (964631.9755344259 1949090.923404192),964631.9755344259,1949090.923404192
42,104900020,광장중학교앞,마을버스,5578,127.102402,37.54679,106390,248-22대,1121510400102480022,1105063,광장동,POINT (964878.1509349064 1949791.6132647733),964878.1509349064,1949791.6132647733
43,104900018,장신대앞,마을버스,5581,127.105227,37.547539,105388,250 대,1121510400102500000,1105063,광장동,POINT (965128.0474751623 1949873.6588942544),965128.0474751623,1949873.6588942544
44,104900017,워커힐아파트,마을버스,5587,127.107588,37.550004,90245,145-8대,1121510400101450008,1105063,광장동,POINT (965337.7468456578 1950146.2633171205),965337.7468456578,1950146.2633171205
45,104900015,워커힐아파트입구,마을버스,5591,127.106475,37.54809,90752,331-1대,1121510400103310001,1105063,광장동,POINT (965238.5448707673 1949934.3269860384),965238.5448707673,1949934.3269860384
46,104900013,장신대앞,마을버스,5595,127.105132,37.54763,90873,287도,1121510400102870000,1105063,광장동,POINT (965119.6980959944 1949883.7900600343),965119.6980959944,1949883.7900600343
47,104900012,광장중학교앞,마을버스,5597,127.102489,37.546948,90983,395-2수,1121510400103950002,1105063,광장동,POINT (964885.9102332785 1949809.1099542235),964885.9102332785,1949809.1099542235
48,104900011,한전삼거리,마을버스,5600,127.097966,37.545443,91134,401-21수,1121510400104010021,1105063,광장동,POINT (964485.6558499995 1949643.8378034616),964485.6558499995,1949643.8378034616
49,104900008,금호아파트앞,마을버스,5673,127.093844,37.543284,91304,533-2도,1121510400105330002,1105063,광장동,POINT (964120.4958125916 1949405.8742723064),964120.4958125916,1949405.8742723064
50,104000072,올림픽대교북단사거리,일반차로,5165,127.093688,37.543389,91304,533-2도,1121510400105330002,1105063,광장동,POINT (964106.765174221 1949417.5829524593),964106.765174221,1949417.5829524593
51,104000306,광나루우편취급국,일반차로,5299,127.106392,37.547557,106526,328-2 도,1121510400103280002,1105063,광장동,POINT (965230.9655865532 1949875.2244075765),965230.9655865532,1949875.2244075765
52,104000271,워커힐아파트.광장동,일반차로,5172,127.106715,37.547896,106526,328-2 도,1121510400103280002,1105063,광장동,POINT (965259.6549696256 1949912.7150939675),965259.6549696256,1949912.7150939675
53,104000305,광진구보훈회관,일반차로,5298,127.107723,37.547735,137188,325-2 도,1121510400103250002,1105063,광장동,POINT (965348.6212381738 1949894.481074299),965348.6212381738,1949894.481074299
54,104000298,광나루역,중앙차로,5011,127.103282,37.545508,91137,238도,1121510400102380000,1105063,광장동,POINT (964955.2859715625 1949649.0544193108),964955.2859715625,1949649.0544193108
55,104000078,광나루역,일반차로,5171,127.103229,37.545614,91137,238도,1121510400102380000,1105063,광장동,POINT (964950.6537415562 1949660.8342600947),964950.6537415562,1949660.8342600947
56,104000297,광나루역,중앙차로,5012,127.103268,37.545177,91170,237-12도,1121510400102370012,1105063,광장동,POINT (964953.8942980628 1949612.3371117963),964953.8942980628,1949612.3371117963
57,104000282,워커힐호텔,일반차로,5753,127.110386,37.554104,90153,5-36임,1121510400100050036,1105063,광장동,POINT (965586.7839997833 1950600.1069308203),965586.7839997833,1950600.1069308203
58,104000281,워커힐호텔비스타워커힐,일반차로,5745,127.110266,37.554242,90153,5-36임,1121510400100050036,1105063,광장동,POINT (965576.2482623202 1950615.461186165),965576.2482623202,1950615.461186165
59,104000081,워커힐입구,일반차로,5174,127.108723,37.550613,232241,145-2 도,1121510400101450002,1105063,광장동,POINT (965438.2844630327 1950213.4104931564),965438.2844630327,1950213.4104931564
60,104000080,워커힐아파트앞,일반차로,5173,127.109026,37.550496,106138,121 대,1121510400101210000,1105063,광장동,POINT (965464.9947454322 1950200.3186610595),965464.9947454322,1950200.3186610595
61,104000077,광나루역,일반차로,5170,127.103305,37.545094,91199,580대,1121510400105800000,1105063,광장동,POINT (964957.1239275362 1949603.1149534446),964957.1239275362,1949603.1149534446
62,104000076,광나루역.극동아파트,일반차로,5169,127.103086,37.543917,224241,236 도,1121510400102360000,1105063,광장동,POINT (964937.2267781945 1949472.6153102117),964937.2267781945,1949472.6153102117
63,104000073,광장동현대아파트앞,일반차로,5166,127.097463,37.541797,224241,236 도,1121510400102360000,1105063,광장동,POINT (964439.490549808 1949239.5254593997),964439.490549808,1949239.5254593997
64,104000075,광나루역.극동아파트,일반차로,5168,127.103069,37.543473,91255,218-1대,1121510400102180001,1105063,광장동,POINT (964935.5170650452 1949423.3624442485),964935.5170650452,1949423.3624442485
65,104000074,광장동현대아파트앞,일반차로,5167,127.099075,37.542013,91357,565대,1121510400105650000,1105063,광장동,POINT (964581.9989809063 1949262.8809658596),964581.9989809063,1949262.8809658596
66,277101942,동서울터미널(경유),가상정류장,78080,127.093084,37.536653,89766,589-10대,1121510300105890010,1105062,구의3동,POINT (964050.1741416721 1948670.4940833033),964050.1741416721,1948670.4940833033
67,104000277,강변역,일반차로,5612,127.093311,37.536405,89766,589-10대,1121510300105890010,1105062,구의3동,POINT (964070.1100183502 1948642.8932016206),964070.1100183502,1948642.8932016206
68,277101909,강변역출발(경유),일반차로,78074,127.093642,37.537661,89542,658대,1121510300106580000,1105062,구의3동,POINT (964099.9552578417 1948782.1125322937),964099.9552578417,1948782.1125322937
69,277101720,구의3동주민센터(경유),일반차로,78424,127.091878,37.537918,89552,587-33도,1121510300105870033,1105062,구의3동,POINT (963944.2362324712 1948811.3000643975),963944.2362324712,1948811.3000643975
70,277101638,올림픽대교북단(경유),일반차로,78400,127.099837,37.537769,89622,585-2천,1121510300105850002,1105062,구의3동,POINT (964647.3111479663 1948791.7474610195),964647.3111479663,1948791.7474610195
71,104900133,구의3동주민센터,마을버스,5757,127.091538,37.538166,89486,587-15대,1121510300105870015,1105062,구의3동,POINT (963914.3181250646 1948838.9446186987),963914.3181250646,1948838.9446186987
72,104900129,강변역.테크노마트앞,마을버스,5999,127.094602,37.536276,89609,546-3도,1121510300105460003,1105062,구의3동,POINT (964184.1052287866 1948628.0889429701),964184.1052287866,1948628.0889429701
73,104900104,테크노마트C,마을버스,5547,127.094247,37.536627,89609,546-3도,1121510300105460003,1105062,구의3동,POINT (964152.909755683 1948667.165570541),964152.909755683,1948667.165570541
74,104900038,강변역.테크노마트앞,마을버스,5543,127.094859,37.536393,89609,546-3도,1121510300105460003,1105062,구의3동,POINT (964206.8665541076 1948640.9715460842),964206.8665541076,1948640.9715460842
75,104000279,테크노마트앞.강변역,일반차로,5162,127.094195,37.536672,89609,546-3도,1121510300105460003,1105062,구의3동,POINT (964148.3372319149 1948672.1778765735),964148.3372319149,1948672.1778765735
76,104000069,테크노마트앞.강변역,일반차로,5267,127.094065,37.53683,89609,546-3도,1121510300105460003,1105062,구의3동,POINT (964136.927737211 1948689.7566077216),964136.927737211,1948689.7566077216
77,104900105,프라임아파트앞,마을버스,5538,127.096754,37.538008,106473,623-1 도,1121510300106230001,1105062,구의3동,POINT (964375.0538282287 1948819.426609159),964375.0538282287,1948819.426609159
78,104000070,현대2단지,일반차로,5163,127.096666,37.537962,106473,623-1 도,1121510300106230001,1105062,구의3동,POINT (964367.2575065289 1948814.3565239348),964367.2575065289,1948814.3565239348
79,104900103,동서울호텔앞,마을버스,5585,127.092069,37.534535,106477,607 도,1121510300106070000,1105062,구의3동,POINT (963959.4822028509 1948435.9031057726),963959.4822028509,1948435.9031057726
80,104900102,미니스톱구의중앙점앞,마을버스,5555,127.090016,37.541551,87950,224-27대,1121510300102240027,1105062,구의3동,POINT (963781.4934443528 1949215.0756551933),963781.4934443528,1949215.0756551933
81,104900101,금호아파트앞,마을버스,5570,127.093241,37.543359,87129,202-1대,1121510300102020001,1105062,구의3동,POINT (964067.2630271703 1949414.4253612615),964067.2630271703,1949414.4253612615
82,104000071,올림픽대교북단사거리,일반차로,5164,127.09321,37.543393,87129,202-1대,1121510300102020001,1105062,구의3동,POINT (964064.5408218752 1949418.2093111763),964064.5408218752,1949418.2093111763
83,104900100,구의역,마을버스,5550,127.089237,37.538239,89416,244-50대,1121510300102440050,1105062,구의3동,POINT (963711.070154121 1948847.9290283385),963711.070154121,1948847.9290283385
84,104900099,구의아크로리버앞,마을버스,5579,127.092136,37.535293,89857,594-2대,1121510300105940002,1105062,구의3동,POINT (963965.7663729466 1948519.9730066657),963965.7663729466,1948519.9730066657
85,104900097,강변역A,마을버스,5582,127.093633,37.53588,89785,546-7대,1121510300105460007,1105062,구의3동,POINT (964098.3062923689 1948584.5245964737),964098.3062923689,1948584.5245964737
86,104000280,강변역B,일반차로,5266,127.093535,37.535975,89785,546-7대,1121510300105460007,1105062,구의3동,POINT (964089.6937100438 1948595.1016988198),964089.6937100438,1948595.1016988198
87,104000276,동서울터미널.테크노마트.강변,중앙차로,78645,127.093535,37.535975,89785,546-7대,1121510300105460007,1105062,구의3동,POINT (964089.6937100438 1948595.1016988198),964089.6937100438,1948595.1016988198
88,104000183,강변역A,일반차로,5161,127.0935,37.536026,89785,546-7대,1121510300105460007,1105062,구의3동,POINT (964086.6259800685 1948600.7732109868),964086.6259800685,1948600.7732109868
89,104900077,테크노마트.광진문화원,마을버스,5721,127.096101,37.537021,89247,631-1대,1121510300106310001,1105062,구의3동,POINT (964316.8936832044 1948710.1724032674),964316.8936832044,1948710.1724032674
90,104900075,프라임아파트앞,마을버스,5724,127.097032,37.537838,89247,631-1대,1121510300106310001,1105062,구의3동,POINT (964399.5331445426 1948800.4608343034),964399.5331445426,1948800.4608343034
91,104900032,구의홈마트앞,마을버스,5560,127.089723,37.54029,88472,223-65대,1121510300102230065,1105062,구의3동,POINT (963754.9989123424 1949075.287980005),963754.9989123424,1949075.287980005
92,104900025,래미안구의파크스위트사거리,마을버스,5565,127.0906,37.544049,86763,228-15대,1121510300102280015,1105062,구의3동,POINT (963834.2916733181 1949491.9894372663),963834.2916733181,1949491.9894372663
93,104000303,구의3동주민센터,일반차로,5273,127.09216,37.539357,88939,659대,1121510300106590000,1105062,구의3동,POINT (963969.8422055639 1948970.8405363264),963969.8422055639,1948970.8405363264
94,104000302,구의3동주민센터,일반차로,5272,127.092632,37.538897,89134,218-12대,1121510300102180012,1105062,구의3동,POINT (964011.3195990041 1948919.62549621),964011.3195990041,1948919.62549621
95,104000289,동서울터미널,중앙차로,78647,127.093474,37.534729,89860,546-1대,1121510300105460001,1105062,구의3동,POINT (964083.7068947764 1948456.8887272421),964083.7068947764,1948456.8887272421
96,104000288,동서울터미널,중앙차로,78646,127.092712,37.534054,89860,546-1대,1121510300105460001,1105062,구의3동,POINT (964016.060097656 1948382.2928071748),964016.060097656,1948382.2928071748
97,104000065,광진우체국,일반차로,5158,127.090409,37.537998,89495,245-21대,1121510300102450021,1105062,구의3동,POINT (963814.4947000263 1948820.7398601128),963814.4947000263,1948820.7398601128
98,104000064,현대아파트앞,일반차로,5157,127.094254,37.539585,172722,199-97 도,1121510300101990097,1105062,구의3동,POINT (964154.944192082 1948995.3355006669),964154.944192082,1948995.3355006669
99,104000063,현대아파트앞,일반차로,5156,127.094009,37.539552,85677,213-16 도,1121510300102130016,1105062,구의3동,POINT (964133.2841125362 1948991.7677673588),964133.2841125362,1948991.7677673588
100,104900132,용마사거리,마을버스,5994,127.082348,37.561869,77149,41-35대,1121510100100410035,1105056,중곡2동,POINT (963114.1043331531 1951472.2248513103),963114.1043331531,1951472.2248513103
101,104900120,용마초등학교,마을버스,5991,127.081814,37.556509,81135,272-12도,1121510100102720012,1105056,중곡2동,POINT (963064.2968828075 1950877.7719181017),963064.2968828075,1950877.7719181017
102,104000003,군자역.용마초등학교,중앙차로,5003,127.082473,37.556099,81135,272-12도,1121510100102720012,1105056,중곡2동,POINT (963122.3003673723 1950832.0259360652),963122.3003673723,1950832.0259360652
103,104900088,장군갈비앞,마을버스,5532,127.088258,37.554852,82216,117-11대,1121510100101170011,1105056,중곡2동,POINT (963632.6516228822 1950691.4243256594),963632.6516228822,1950691.4243256594
104,104000167,중곡동입구,일반차로,5260,127.088262,37.554799,82216,117-11대,1121510100101170011,1105056,중곡2동,POINT (963632.9791709391 1950685.5427239465),963632.9791709391,1950685.5427239465
105,104900086,국민은행앞,마을버스,5746,127.087652,37.558431,80143,124-22대,1121510100101240022,1105056,중곡2동,POINT (963580.867981345 1951088.7291555633),963580.867981345,1951088.7291555633
106,104900084,중곡2동주민센터앞,마을버스,5546,127.08121,37.559939,78722,47-19대,1121510100100470019,1105056,중곡2동,POINT (963012.6446879592 1951258.549092739),963012.6446879592,1951258.549092739
107,104900083,국민은행앞,마을버스,5750,127.087011,37.559844,78738,279-1도,1121510100102790001,1105056,중곡2동,POINT (963524.9425559394 1951245.7423015477),963524.9425559394,1951245.7423015477
108,101000252,신성시장앞,일반차로,5118,127.087676,37.558316,106492,266-5 도,1121510100102660005,1105056,중곡2동,POINT (963582.9317338907 1951075.9612405293),963582.9317338907,1951075.9612405293
109,104900062,중곡우체국앞,마을버스,5751,127.083937,37.561514,137813,277-1 도,1121510100102770001,1105056,중곡2동,POINT (963254.2668039112 1951432.2170851994),963254.2668039112,1951432.2170851994
110,104000026,중곡우체국앞,일반차로,5119,127.083987,37.561489,137813,277-1 도,1121510100102770001,1105056,중곡2동,POINT (963258.6704327681 1951429.4239236952),963258.6704327681,1951429.4239236952
111,104900056,구.새마을금고앞,마을버스,5512,127.087171,37.561442,77500,150-115대,1121510100101500115,1105056,중곡2동,POINT (963539.8524922297 1951422.96958165),963539.8524922297,1951422.96958165
